English,Japanese,context
unified,	革命,I unified the report.
unifies,	回転,We found several unifies.
unifying,硬直,They are unifying the results.
violate,	剛性 率,This example illustrates how to use the word 'violate'.
violated,	剛性,I violated the report.
violates,	厳に,We found several violates.
violating,ルート,They are violating the results.
violation,	ルーティング,This example illustrates how to use the word 'violation'.
violations,	ルート,We found several violations.
vision,	ルーティング,This example illustrates how to use the word 'vision'.
visions,シナリオ,We found several visions.
Sublist 10 of the Academic Word List,	シナリオ,This example illustrates how to use the word 'Sublist 10 of the Academic Word List'.
adjacent,球,This example illustrates how to use the word 'adjacent'.
albeit,	球,This example illustrates how to use the word 'albeit'.
assemble,	丸い,This example illustrates how to use the word 'assemble'.
assembled,	球状,I assembled the report.
assembles,下位,We found several assembles.
assemblies,	部下,We found several assemblies.
assembling,	従属,They are assembling the results.
assembly,サプリメント,This example illustrates how to use the word 'assembly'.
collapse,	副,This example illustrates how to use the word 'collapse'.
collapsed,	補完,I collapsed the report.
collapses,	補完,We found several collapses.
collapsible,	サプリメント,This example illustrates how to use the word 'collapsible'.
collapsing,停止する,They are collapsing the results.
colleague,	中断,This example illustrates how to use the word 'colleague'.
colleagues,	中断,We found several colleagues.
compile,	中断,This example illustrates how to use the word 'compile'.
compilation,	停止,This example illustrates how to use the word 'compilation'.
compilations,チーム,We found several compilations.
compiled,	チーム,I compiled the report.
compiles,	チーミング,We found several compiles.
compiling,	チーム,They are compiling the results.
conceive,一時的,This example illustrates how to use the word 'conceive'.
conceivable,	仮に,This example illustrates how to use the word 'conceivable'.
conceivably,トリガー,This example illustrates how to use the word 'conceivably'.
conceived,	トリガー,I conceived the report.
conceives,	トリガー,We found several conceives.
conceiving,	トリガー,They are conceiving the results.
inconceivable,統一する,This example illustrates how to use the word 'inconceivable'.
inconceivably,	統一,This example illustrates how to use the word 'inconceivably'.
convince,	ユニファイド,This example illustrates how to use the word 'convince'.
convinced,	統一,I convinced the report.
convinces,	統一,We found several convinces.
convincing,破る,They are convincing the results.
convincingly,	違反,This example illustrates how to use the word 'convincingly'.
unconvinced,	違反,I unconvinced the report.
depress,	違反,This example illustrates how to use the word 'depress'.
depressed,	違反,I depressed the report.
depresses,	違反,We found several depresses.
depressing,視覚,They are depressing the results.
depression,	ビジョン,This example illustrates how to use the word 'depression'.
encounter,,She is an encounter.
encountered,,I encountered the report.
encountering,アカデミックワードリストのサブリスト10,They are encountering the results.
encounters,,We found several encounters.
enormous,,We found several enormous.
enormity,隣接,This example illustrates how to use the word 'enormity'.
enormously,とはいえ,This example illustrates how to use the word 'enormously'.
forthcoming,集める,They are forthcoming the results.
incline,	組み立て,This example illustrates how to use the word 'incline'.
inclination,	組み立て,This example illustrates how to use the word 'inclination'.
inclinations,	アセンブリ,We found several inclinations.
inclined,	組立,I inclined the report.
inclines,	集会,We found several inclines.
inclining,倒れる,They are inclining the results.
integrity,	崩壊,This example illustrates how to use the word 'integrity'.
intrinsic,	崩壊,This example illustrates how to use the word 'intrinsic'.
intrinsically,	折り畳める,This example illustrates how to use the word 'intrinsically'.
invoke,	崩壊,This example illustrates how to use the word 'invoke'.
invoked,同僚,I invoked the report.
invokes,	同僚,We found several invokes.
invoking,コンパイル,They are invoking the results.
levy,	編纂,This example illustrates how to use the word 'levy'.
levies,	コンパイル,We found several levies.
likewise,	コンパイル,This example illustrates how to use the word 'likewise'.
nonetheless,	コンパイル,This example illustrates how to use the word 'nonetheless'.
notwithstanding,	コンパイル,They are notwithstanding the results.
odd,孕む,This example illustrates how to use the word 'odd'.
odds,	考えられる,We found several odds.
ongoing,	多分,They are ongoing the results.
panel,	考案,This example illustrates how to use the word 'panel'.
panelled,	想像,I panelled the report.
panelling,	妊娠,They are panelling the results.
panels,	信じられない,We found several panels.
persist,	想像もつかないほど,This example illustrates how to use the word 'persist'.
persisted,説得する,I persisted the report.
persistence,	確信,This example illustrates how to use the word 'persistence'.
persistent,	説得,This example illustrates how to use the word 'persistent'.
persistently,	説諭,This example illustrates how to use the word 'persistently'.
persisting,	説得 力,They are persisting the results.
persists,	納得,We found several persists.
pose,抑制,This example illustrates how to use the word 'pose'.
posed,	ブルー,I posed the report.
poses,	踏み込む,We found several poses.
posing,	鬱陶しい,They are posing the results.
reluctance,	鬱病,This example illustrates how to use the word 'reluctance'.
reluctant,出会い,This example illustrates how to use the word 'reluctant'.
reluctantly,	発生,This example illustrates how to use the word 'reluctantly'.
