English,Japanese,context
restraining,	ミニマリスト,They are restraining the results.
restrains,	ミニマリスト,We found several restrains.
restraint,	ミニマル,Restraint is used frequently in academic and everyday English.
restraints,	ミニマライゼーション,We found several restraints.
unrestrained,	最小化,I unrestrained the report.
revolution,	最小 化,Revolution is used frequently in academic and everyday English.
revolutionary,	最小 化,Revolutionary is used frequently in academic and everyday English.
revolutionaries,	ミニマライジング,We found several revolutionaries.
revolutionise,	最小限,Revolutionise is used frequently in academic and everyday English.
revolutionised,相互,I revolutionised the report.
revolutionises,	互いに,We found several revolutionises.
revolutionising,規格,They are revolutionising the results.
revolutionist,	規範,Revolutionist is used frequently in academic and everyday English.
revolutionists,オーバーラップ,We found several revolutionists.
revolutionize,	オーバー ラップ,Revolutionize is used frequently in academic and everyday English.
revolutionized,	重複,I revolutionized the report.
revolutionizes,	重複,We found several revolutionizes.
revolutionizing,受け身,They are revolutionizing the results.
revolutions,	受動 的,We found several revolutions.
rigid,	消極性,Rigid is used frequently in academic and everyday English.
rigidities,部分,We found several rigidities.
rigidity,	部分,Rigidity is used frequently in academic and everyday English.
rigidly,予備的,Rigidly is used frequently in academic and everyday English.
route,	予備,Route is used frequently in academic and everyday English.
routed,議定書,I routed the report.
routes,	プロトコル,We found several routes.
routing,定性,They are routing the results.
scenario,	質的,Scenario is used frequently in academic and everyday English.
scenarios,磨く,We found several scenarios.
sphere,	床しい,Sphere is used frequently in academic and everyday English.
spheres,	洗練,We found several spheres.
spherical,	改良,Spherical is used frequently in academic and everyday English.
spherically,	精製,Spherically is used frequently in academic and everyday English.
subordinate,	精錬,Subordinate is used frequently in academic and everyday English.
subordinates,リラックス,We found several subordinates.
subordination,	慰安,Subordination is used frequently in academic and everyday English.
supplement,	くつろいだ,Supplement is used frequently in academic and everyday English.
supplementary,	緩和,Supplementary is used frequently in academic and everyday English.
supplemented,	伸びやか,I supplemented the report.
supplementing,抑止する,They are supplementing the results.
supplements,	拘束,We found several supplements.
suspend,	抑制,Suspend is used frequently in academic and everyday English.
suspended,	抑制,I suspended the report.
suspending,	拘束,They are suspending the results.
suspends,	拘束,We found several suspends.
suspension,	気まま,Suspension is used frequently in academic and everyday English.
team,革命,Team is used frequently in academic and everyday English.
teamed,	革命家,I teamed the report.
teaming,	革命,They are teaming the results.
teams,	革命,We found several teams.
temporary,	革命,Temporary is used frequently in academic and everyday English.
temporarily,	革命を起こす,Temporarily is used frequently in academic and everyday English.
trigger,	革命を起こす,She is an trigger.
triggered,	革命家,I triggered the report.
triggering,	革命家,They are triggering the results.
triggers,	革命,We found several triggers.
unify,	革命,Unify is used frequently in academic and everyday English.
unification,	革命,Unification is used frequently in academic and everyday English.
unified,	革命,I unified the report.
unifies,	回転,We found several unifies.
unifying,硬直,They are unifying the results.
violate,	剛性 率,Violate is used frequently in academic and everyday English.
violated,	剛性,I violated the report.
violates,	厳に,We found several violates.
violating,ルート,They are violating the results.
violation,	ルーティング,Violation is used frequently in academic and everyday English.
violations,	ルート,We found several violations.
vision,	ルーティング,Vision is used frequently in academic and everyday English.
visions,シナリオ,We found several visions.
Sublist 10 of the Academic Word List,	シナリオ,Sublist 10 of the academic word list is used frequently in academic and everyday English.
adjacent,球,Adjacent is used frequently in academic and everyday English.
